# uuid acceptance vectors, from RFC 9562.
#
# The canonical form is 8-4-4-4-12 hex digits and case is insignificant. The
# official suite's optional/format/uuid.json carries 16 string cases: the nil
# UUID,
# a set of malformed spellings, and one value each for versions 1, 4, 5, and 6
# plus a reserved variant nibble. What it leaves open is the RFC's own test
# vectors, the max UUID, and the URN and braced spellings.
#
# Row format: see loadVectorFile in vectors_test.go.
#
"f47ac10b-58cc-4372-a567-0e02b2c3d479"	true	a canonical-form UUIDv4 in wide circulation, from no RFC
"00000000-0000-0000-0000-000000000000"	true	RFC 9562 §5.9 Nil UUID
"F47AC10B-58CC-4372-A567-0E02B2C3D479"	true	uppercase hex is insignificant
"f47ac10b-58cc"	false	13 characters, short of the 36 the canonical form takes
"f47ac10b58cc4372a5670e02b2c3d479"	false	the hyphens are missing
"g47ac10b-58cc-4372-a567-0e02b2c3d479"	false	a non-hex digit
#
# The RFC 9562 test vectors. Appendix A gives one value per version and
# Appendix B two more for version 8; the official suite carries none of them.
#
"f81d4fae-7dec-11d0-a765-00a0c91e6bf6"	true	RFC 9562 §4 example
"C232AB00-9414-11EC-B3C8-9F6BDECED846"	true	RFC 9562 A.1 UUIDv1
"5df41881-3aed-3515-88a7-2f4a814cf09e"	true	RFC 9562 A.2 UUIDv3
"919108f7-52d1-4320-9bac-f847db4148a8"	true	RFC 9562 A.3 UUIDv4
"2ed6657d-e927-568b-95e1-2665a8aea6a2"	true	RFC 9562 A.4 UUIDv5
"1EC9414C-232A-6B00-B3C8-9F6BDECED846"	true	RFC 9562 A.5 UUIDv6
"017F22E2-79B0-7CC3-98C4-DC0C0C07398F"	true	RFC 9562 A.6 UUIDv7
"2489E9AD-2EE2-8E00-8EC9-32D5F69181C0"	true	RFC 9562 B.1 UUIDv8, time-based
"5c146b14-3c52-8afd-938a-375d0df1fbf6"	true	RFC 9562 B.2 UUIDv8, name-based
"FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF"	true	RFC 9562 §5.10 Max UUID
#
# The format asserts the canonical 8-4-4-4-12 hex grammar and nothing else,
# so the version and variant nibbles go unread and the URN and braced
# spellings are the wrong length.
#
"f47ac10b-58cc-9372-f567-0e02b2c3d479"	true	version nibble 9 is unassigned and variant nibble f reserved
"urn:uuid:f47ac10b-58cc-4372-a567-0e02b2c3d479"	false	the RFC 9562 §4 URN form is not the canonical text
"{f47ac10b-58cc-4372-a567-0e02b2c3d479}"	false	the braced form is 38 characters
"f47ac10b-58cc4-372-a567-0e02b2c3d479"	false	36 characters with the hyphens off the fixed offsets
""	false	the canonical form is exactly 36 characters
